filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_972_ch_1028_strand.fast5	1f2e6df0-f723-4974-9479-d2b7e1d27510	f92717327e20661b488f6bebe7463e7dfa7490be	1028	1694.019	1.0775	761	True	0.12625	761	0.95125	761	562	11.479	-0.0021
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2553_ch_604_strand.fast5	237e2f39-caeb-4e2d-bac5-1c89334176b6	f92717327e20661b488f6bebe7463e7dfa7490be	604	1745.78275	3.643	2736	True	0.22275	2736	3.42025	2736	2017	9.865	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1083_ch_386_strand.fast5	25c88ca8-d337-4d7e-b0f4-ea33ec3cee5f	f92717327e20661b488f6bebe7463e7dfa7490be	386	1691.888	3.33	2336	True	0.4095	2336	2.9205	2336	1683	10.389	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1036_ch_1612_strand.fast5	2617f29e-17f3-4949-b59d-44965789b6a5	f92717327e20661b488f6bebe7463e7dfa7490be	1612	1710.59075	2.11375	1691	True	0.0	1691	2.11375	1691	1144	9.615	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_880_ch_1766_strand.fast5	26a991d3-046d-470f-9afc-8c3863f70016	f92717327e20661b488f6bebe7463e7dfa7490be	1766	1716.1345	2.7735	2190	True	0.03525	2190	2.73825	2190	1111	12.19	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2744_ch_1670_strand.fast5	54479e7c-c006-479a-8b0a-aa448c791eb9	f92717327e20661b488f6bebe7463e7dfa7490be	1670	1705.577	1.134	868	True	0.049	868	1.085	868	711	10.809	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1224_ch_545_strand.fast5	56372dfd-101e-4cbb-9d5e-2c372f1f9ffa	f92717327e20661b488f6bebe7463e7dfa7490be	545	1718.85375	3.2015	2509	True	0.06475	2509	3.13675	2509	1723	13.335	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_777_ch_1558_strand.fast5	83e8b500-70d1-44a1-8e70-1df796d75d45	f92717327e20661b488f6bebe7463e7dfa7490be	1558	1712.54175	12.41875	9921	True	0.0165	9921	12.40225	9921	6531	12.664	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1148_ch_1040_strand.fast5	8dfaf30f-6bed-47d4-adb2-9df6267631bb	f92717327e20661b488f6bebe7463e7dfa7490be	1040	1695.385	3.80075	2944	True	0.1205	2944	3.68025	2944	2312	10.869	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1649_ch_2620_strand.fast5	a8838241-a1b6-4d22-b68c-1831fdc48c0e	f92717327e20661b488f6bebe7463e7dfa7490be	2620	1762.1915	1.56725	1253	True	0.0	1253	1.56725	1253	795	8.71	-0.0022
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1324_ch_2628_strand.fast5	ab311bb0-e7fe-4587-bc0a-fc85c552ed9c	f92717327e20661b488f6bebe7463e7dfa7490be	2628	1697.23325	3.81475	2942	True	0.13725	2942	3.6775	2942	2107	10.835	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_873_ch_30_strand.fast5	b7a4cfc6-b240-494a-8f9e-d53a0e68d2bc	f92717327e20661b488f6bebe7463e7dfa7490be	30	1734.699	4.23175	3374	True	0.0135	3374	4.21825	3374	2471	13.098	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_973_ch_1810_strand.fast5	bb9495f1-1711-441c-a22c-1a58e8756da1	f92717327e20661b488f6bebe7463e7dfa7490be	1810	1765.16675	1.6735	1338	True	0.0	1338	1.6735	1338	976	10.226	-0.002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1176_ch_1676_strand.fast5	e1b2a99d-5913-47ed-8f78-b6a903a82848	f92717327e20661b488f6bebe7463e7dfa7490be	1676	1728.72525	2.11875	1695	True	0.0	1695	2.11875	1695	1224	10.925	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1083_ch_447_strand.fast5	ed0e1e4b-01c9-4134-9747-45c170974384	f92717327e20661b488f6bebe7463e7dfa7490be	447	1742.11875	31.2425	24994	True	0.0	24994	31.2425	24994	17531	13.086	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1019_ch_2934_strand.fast5	f90cdce6-d440-4c2b-9ee1-19e2b8ac17bb	f92717327e20661b488f6bebe7463e7dfa7490be	2934	1714.5175	1.722	1377	True	0.0	1377	1.722	1377	828	10.339	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1957_ch_2299_strand.fast5	1e8a16cf-60fc-4cd1-a0b1-eda96b52f7f6	f92717327e20661b488f6bebe7463e7dfa7490be	2299	1762.25	1.9225	1538	True	0.0	1538	1.9225	1538	1021	11.927	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1155_ch_2528_strand.fast5	2485a390-5d20-428f-97d5-cd2784a8908a	f92717327e20661b488f6bebe7463e7dfa7490be	2528	1759.427	4.42	3520	True	0.01975	3520	4.40025	3520	2514	12.735	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1042_ch_717_strand.fast5	24bbfa9f-1312-41dc-b3d9-25ff5b76277a	f92717327e20661b488f6bebe7463e7dfa7490be	717	1750.17925	7.3765	5853	True	0.0595	5853	7.317	5853	4201	13.171	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_525_ch_2190_strand.fast5	275c97bd-3c39-4f4a-ab13-192793d12a5b	f92717327e20661b488f6bebe7463e7dfa7490be	2190	1706.47475	10.64925	8495	False	0.0305	8495	10.61875	8495	79	3.191	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_997_ch_2435_strand.fast5	3e162706-f625-48f2-99ff-3c087fc6f807	f92717327e20661b488f6bebe7463e7dfa7490be	2435	1695.19325	1.17325	932	True	0.00775	932	1.1655	932	655	12.45	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_889_ch_955_strand.fast5	5ac74b12-9950-41fb-897b-7dc3c34198de	f92717327e20661b488f6bebe7463e7dfa7490be	955	1741.88225	20.692	16553	True	0.0	16553	20.692	16553	11227	12.176	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_974_ch_2566_strand.fast5	60b2ed5e-203d-44b6-a246-e8ff41c9e41b	f92717327e20661b488f6bebe7463e7dfa7490be	2566	1721.301	32.3335	25687	True	0.22425	25687	32.10925	25687	4162	8.512	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1152_ch_2440_strand.fast5	81ef3444-5f11-4556-ba93-b49010dfc1cb	f92717327e20661b488f6bebe7463e7dfa7490be	2440	1742.0005	14.20775	11366	False	0.0	11366	14.20775	11366	124	3.684	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_999_ch_656_strand.fast5	993fada4-612c-4f36-ae48-04253fcc6f68	f92717327e20661b488f6bebe7463e7dfa7490be	656	1651.694	47.10175	3736	False	42.43125	3736	4.6705	3736	42	4.938	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1025_ch_1044_strand.fast5	9ab12eeb-765c-4f9f-ae08-a7b9ccde2383	f92717327e20661b488f6bebe7463e7dfa7490be	1044	1704.874	27.1325	21706	True	0.0	21706	27.1325	21706	16342	13.077	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_6423_ch_1114_strand.fast5	ced8373e-9c77-4e05-8a27-8886c3aaf646	f92717327e20661b488f6bebe7463e7dfa7490be	1114	1725.8225	5.87175	4517	True	0.2255	4517	5.64625	4517	3156	10.518	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1193_ch_1098_strand.fast5	d2e31e50-0c27-4d0c-8465-ab3d95e5c6df	f92717327e20661b488f6bebe7463e7dfa7490be	1098	1715.01425	1.6965	1286	True	0.08825	1286	1.60825	1286	977	10.613	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1399_ch_2353_strand.fast5	d8092ffb-9919-42fb-ad41-34b1658f1bd5	f92717327e20661b488f6bebe7463e7dfa7490be	2353	1701.68925	4.7105	3676	True	0.11475	3676	4.59575	3676	2664	14.505	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_922_ch_2312_strand.fast5	dbd8deba-46c8-4738-8a34-7ded1f297395	f92717327e20661b488f6bebe7463e7dfa7490be	2312	1697.198	11.39225	9113	True	0.0	9113	11.39225	9113	6784	13.084	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_896_ch_305_strand.fast5	dea4948a-e5bc-43fb-8a83-0301404946bc	f92717327e20661b488f6bebe7463e7dfa7490be	305	1715.4055	4.20525	3330	True	0.042	3330	4.16325	3330	2508	9.855	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_817_ch_696_strand.fast5	e31b0e3f-fbc8-42f3-a124-1b23efc0ca25	f92717327e20661b488f6bebe7463e7dfa7490be	696	1733.0975	2.2145	1771	True	0.0	1771	2.2145	1771	967	11.534	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1261_ch_2166_strand.fast5	ea20de40-a013-45a5-9b9d-0c80273674f9	f92717327e20661b488f6bebe7463e7dfa7490be	2166	1711.16625	18.9185	15134	False	0.0	15134	18.9185	15134	278	4.972	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2382_ch_2327_strand.fast5	0071fe16-ef19-4c54-84e0-8c6deed15af3	f92717327e20661b488f6bebe7463e7dfa7490be	2327	1725.107	3.61575	2892	True	0.0	2892	3.61575	2892	2084	13.936	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_979_ch_2126_strand.fast5	0620b997-8af3-499f-bf4a-0ef43178e167	f92717327e20661b488f6bebe7463e7dfa7490be	2126	1694.11975	2.089	1671	True	0.0	1671	2.089	1671	1091	8.023	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_870_ch_1263_strand.fast5	0782fe03-362c-4fe8-a202-d1592d126d31	f92717327e20661b488f6bebe7463e7dfa7490be	1263	1750.14075	4.0495	3194	True	0.056	3194	3.9935	3194	1728	7.175	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1346_ch_862_strand.fast5	1478be24-0b06-4382-87af-6a3720aebd8b	f92717327e20661b488f6bebe7463e7dfa7490be	862	1741.7145	5.63325	4469	True	0.047	4469	5.58625	4469	3427	13.088	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1522_ch_2436_strand.fast5	20bf2b2c-f8f2-410f-aeb9-08aaf70ef7a8	f92717327e20661b488f6bebe7463e7dfa7490be	2436	1738.329	2.28	1791	True	0.04125	1791	2.23875	1791	1407	13.408	-0.0013
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1658_ch_2458_strand.fast5	2221c361-f033-4ea5-b407-d9827547923e	f92717327e20661b488f6bebe7463e7dfa7490be	2458	1694.285	1.27225	1010	True	0.009	1010	1.26325	1010	724	12.207	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1038_ch_1612_strand.fast5	3da84cde-314a-4245-ae38-e5ea4cccc0af	f92717327e20661b488f6bebe7463e7dfa7490be	1612	1717.7225	2.57725	2033	True	0.036	2033	2.54125	2033	1419	13.477	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_899_ch_631_strand.fast5	48815158-c2c6-461e-91ec-c4fb6971fd96	f92717327e20661b488f6bebe7463e7dfa7490be	631	1690.89075	5.816	4652	True	0.0	4652	5.816	4652	3461	13.664	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2084_ch_148_strand.fast5	6cab4538-b359-4dd3-a07b-1541cf6de16c	f92717327e20661b488f6bebe7463e7dfa7490be	148	1736.862	6.035	4812	True	0.01925	4812	6.01575	4812	3476	14.071	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_927_ch_2516_strand.fast5	959ff295-5bd7-4b8e-acf4-1ef26f8348b0	f92717327e20661b488f6bebe7463e7dfa7490be	2516	1712.2715	4.9	3920	True	0.0	3920	4.9	3920	2980	8.954	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1150_ch_738_strand.fast5	a528e424-657f-4d4b-b39d-7fc7e9cfa0c1	f92717327e20661b488f6bebe7463e7dfa7490be	738	1735.26325	2.23325	1682	True	0.13075	1682	2.1025	1682	1287	9.942	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1259_ch_454_strand.fast5	a67d2230-a080-439a-9c59-906fa42da3ab	f92717327e20661b488f6bebe7463e7dfa7490be	454	1696.188	1.1485	910	True	0.01075	910	1.13775	910	664	9.409	-0.0022
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1872_ch_1120_strand.fast5	a8415e67-ef39-4d7d-845e-86999f5740b9	f92717327e20661b488f6bebe7463e7dfa7490be	1120	1755.17825	2.41675	1933	True	0.0	1933	2.41675	1933	1206	9.978	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1238_ch_1901_strand.fast5	ab6c3f61-a737-47bf-87ca-94a8698d64be	f92717327e20661b488f6bebe7463e7dfa7490be	1901	1751.7325	8.52325	6811	True	0.0085	6811	8.51475	6811	4399	8.951	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_10000_ch_1599_strand.fast5	bf5827cb-3e00-4d82-ba8c-9a3b6ee440fb	f92717327e20661b488f6bebe7463e7dfa7490be	1599	1771.955	1.97575	1558	True	0.02725	1558	1.9485	1558	1190	11.271	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1055_ch_1366_strand.fast5	c2ed6a99-4bb3-4c91-a84d-18e2879e1359	f92717327e20661b488f6bebe7463e7dfa7490be	1366	1728.70775	21.322	16921	True	0.17025	16921	21.15175	16921	12941	12.084	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1627_ch_2620_strand.fast5	c60d331a-7133-4205-b848-8cf31a5c0f46	f92717327e20661b488f6bebe7463e7dfa7490be	2620	1704.10575	3.016	2412	True	0.0	2412	3.016	2412	1543	7.773	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_819_ch_59_strand.fast5	d01f69a3-a9db-4809-81e6-4907ea4c186c	f92717327e20661b488f6bebe7463e7dfa7490be	59	1690.5045	3.39875	2642	True	0.09575	2642	3.303	2642	2047	11.035	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1180_ch_2284_strand.fast5	d471ffd7-c70f-407d-b646-140ac0673b8d	f92717327e20661b488f6bebe7463e7dfa7490be	2284	1691.39925	1.41625	1133	True	0.0	1133	1.41625	1133	886	10.35	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2474_ch_777_strand.fast5	d601fc16-628f-4b99-bd65-96a817ad5591	f92717327e20661b488f6bebe7463e7dfa7490be	777	1761.714	1.666	1279	True	0.06675	1279	1.59925	1279	920	9.959	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2448_ch_777_strand.fast5	e2d92530-ac2c-4e37-a793-9c047a0f6e72	f92717327e20661b488f6bebe7463e7dfa7490be	777	1731.0085	2.43375	1947	True	0.0	1947	2.43375	1947	1344	10.092	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1397_ch_56_strand.fast5	e959fe7c-2940-4597-befe-237ef4aeb0bc	f92717327e20661b488f6bebe7463e7dfa7490be	56	1723.08025	2.0645	1651	True	0.0	1651	2.0645	1651	1118	12.876	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_860_ch_1766_strand.fast5	ea102887-7e11-4d03-ac5c-1534836d56f0	f92717327e20661b488f6bebe7463e7dfa7490be	1766	1698.16975	2.6875	2123	True	0.033	2123	2.6545	2123	1490	10.818	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1281_ch_1597_strand.fast5	f4611d43-ab95-4495-a60b-441a6f2d6648	f92717327e20661b488f6bebe7463e7dfa7490be	1597	1703.91675	20.8385	16582	True	0.111	16582	20.7275	16582	11959	13.989	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_788_ch_592_strand.fast5	04953d45-65cc-4c74-8c2f-c74ec9e0a327	f92717327e20661b488f6bebe7463e7dfa7490be	592	1746.132	7.34575	5813	True	0.0785	5813	7.26725	5813	4244	11.691	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1085_ch_127_strand.fast5	06433dda-95b1-41a1-b9bd-eec62a792851	f92717327e20661b488f6bebe7463e7dfa7490be	127	1727.082	2.4435	1908	True	0.05825	1908	2.38525	1908	1392	12.948	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1342_ch_188_strand.fast5	09ff0f5a-e3e6-4f03-a828-b9a8732e93ad	f92717327e20661b488f6bebe7463e7dfa7490be	188	1714.41325	1.09425	863	True	0.015	863	1.07925	863	621	10.727	-0.0021
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_954_ch_2457_strand.fast5	0ea79cd5-6e7b-45fc-ba38-7e1151d84add	f92717327e20661b488f6bebe7463e7dfa7490be	2457	1771.49725	1.00175	721	True	0.1	721	0.90175	721	501	9.88	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1093_ch_1961_strand.fast5	1a2076b4-f8e9-4395-a835-984edb9a9cf7	f92717327e20661b488f6bebe7463e7dfa7490be	1961	1719.49275	5.36575	4292	False	0.0	4292	5.36575	4292	153	4.063	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1966_ch_2389_strand.fast5	27425934-8faa-45b2-b559-faf81203cec2	f92717327e20661b488f6bebe7463e7dfa7490be	2389	1765.593	4.31025	3448	True	0.0	3448	4.31025	3448	2064	10.626	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_950_ch_328_strand.fast5	29b7f7bb-b825-4151-8161-c40222456edc	f92717327e20661b488f6bebe7463e7dfa7490be	328	1703.9385	6.433	5019	True	0.15875	5019	6.27425	5019	3830	10.993	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_875_ch_955_strand.fast5	2ddd2994-ec7c-4165-9c86-ae5c94f1b977	f92717327e20661b488f6bebe7463e7dfa7490be	955	1715.16325	1.91325	1517	True	0.01675	1517	1.8965	1517	1082	10.489	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_948_ch_771_strand.fast5	376b6588-940b-42c3-bdea-578ef7464b2f	f92717327e20661b488f6bebe7463e7dfa7490be	771	1662.196	31.55625	25229	True	0.02	25229	31.53625	25229	16858	12.171	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_884_ch_2478_strand.fast5	418b3039-027f-4e09-8e7e-b67fe7b74fc3	f92717327e20661b488f6bebe7463e7dfa7490be	2478	1704.2465	2.1945	1582	True	0.21625	1582	1.97825	1582	1042	10.945	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1035_ch_2435_strand.fast5	4403cc52-801b-4ce4-9b82-a7e9e992741e	f92717327e20661b488f6bebe7463e7dfa7490be	2435	1758.973	3.6685	2934	True	0.0	2934	3.6685	2934	1936	9.662	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_939_ch_832_strand.fast5	459aa568-2303-4254-936e-4c13c3e1748a	f92717327e20661b488f6bebe7463e7dfa7490be	832	1729.83175	10.734	8587	False	0.0	8587	10.734	8587	222	3.784	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1151_ch_2123_strand.fast5	5c541c53-8040-4127-9b21-a9ac9cad9403	f92717327e20661b488f6bebe7463e7dfa7490be	2123	1707.701	35.05475	28023	True	0.02525	28023	35.0295	28023	21242	13.154	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2783_ch_1530_strand.fast5	65fb8e9e-7fd0-4f2e-8e7a-7fa345e64201	f92717327e20661b488f6bebe7463e7dfa7490be	1530	1763.052	2.61825	2072	True	0.0275	2072	2.59075	2072	1544	12.911	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1463_ch_65_strand.fast5	78303a77-44cd-4788-b0a1-9ba382e079fb	f92717327e20661b488f6bebe7463e7dfa7490be	65	1748.127	1.49025	1174	False	0.0225	1174	1.46775	1174	658	6.84	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2325_ch_1225_strand.fast5	7a95c7c6-1a2b-4fab-8d33-38df6d6f2fed	f92717327e20661b488f6bebe7463e7dfa7490be	1225	1743.446	3.54775	2787	True	0.06375	2787	3.484	2787	1901	8.84	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_911_ch_1634_strand.fast5	7b3d4128-a94e-4e8e-a894-45980a6ddeb1	f92717327e20661b488f6bebe7463e7dfa7490be	1634	1680.34375	21.185	16948	False	0.0	16948	21.185	16948	780	4.319	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_621_ch_1084_strand.fast5	7e51f8e6-bc55-42ba-a123-ccea98996658	f92717327e20661b488f6bebe7463e7dfa7490be	1084	1734.3315	2.274	1756	True	0.07875	1756	2.19525	1756	1264	10.361	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1328_ch_1684_strand.fast5	7fe5279d-be17-4820-98ea-4f8e595803a5	f92717327e20661b488f6bebe7463e7dfa7490be	1684	1673.1845	33.78075	26893	True	0.16375	26893	33.617	26893	18442	9.873	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1154_ch_1040_strand.fast5	8de15f08-901d-47bd-a9b9-f1b8b484e2a3	f92717327e20661b488f6bebe7463e7dfa7490be	1040	1703.17275	1.02975	740	True	0.104	740	0.92575	740	347	10.055	-0.0025
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1236_ch_581_strand.fast5	a34ed1c5-3bf7-43c3-ab1c-51e67990e068	f92717327e20661b488f6bebe7463e7dfa7490be	581	1725.232	27.98525	22388	True	0.0	22388	27.98525	22388	16303	12.864	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_5637_ch_760_strand.fast5	c00651b1-5e00-44da-8f21-67a9149a7518	f92717327e20661b488f6bebe7463e7dfa7490be	760	1743.24225	12.6415	10113	True	0.0	10113	12.6415	10113	7652	11.462	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_937_ch_1289_strand.fast5	c0bfb140-c764-4c67-aad7-b29d46877482	f92717327e20661b488f6bebe7463e7dfa7490be	1289	1699.7055	5.56825	4454	True	0.0	4454	5.56825	4454	3395	11.812	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_779_ch_773_strand.fast5	d380f9dd-3e6f-479f-bf54-dfda988d1644	f92717327e20661b488f6bebe7463e7dfa7490be	773	1734.822	3.17825	2507	True	0.0445	2507	3.13375	2507	1663	10.637	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_979_ch_1777_strand.fast5	d71f69cf-d753-49d4-9433-05a6b13bc2a3	f92717327e20661b488f6bebe7463e7dfa7490be	1777	1710.38375	2.38225	1797	True	0.1355	1797	2.24675	1797	1360	10.267	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1313_ch_2334_strand.fast5	df34ce2d-0437-4540-a073-1e397e84e796	f92717327e20661b488f6bebe7463e7dfa7490be	2334	1763.86325	1.338	1070	True	0.0	1070	1.338	1070	622	7.265	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_911_ch_1424_strand.fast5	e60c9ca1-fef5-4a4e-ac28-0207e5e69dae	f92717327e20661b488f6bebe7463e7dfa7490be	1424	1699.452	3.732	2961	True	0.02975	2961	3.70225	2961	2084	12.405	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_649_ch_842_strand.fast5	eccb41f6-bd24-4eee-bbac-329a7c2f86a9	f92717327e20661b488f6bebe7463e7dfa7490be	842	1758.4955	2.4085	1926	True	0.0	1926	2.4085	1926	1382	10.342	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1653_ch_2690_strand.fast5	f02ca87b-a930-44cf-a4f4-4bd6712ffa76	f92717327e20661b488f6bebe7463e7dfa7490be	2690	1750.77625	5.4695	3775	False	0.75	3775	4.7195	3775	98	3.189	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2447_ch_2230_strand.fast5	f37d95d2-3f2d-452d-9399-bbbd24d6c216	f92717327e20661b488f6bebe7463e7dfa7490be	2230	1730.08425	6.2655	5012	True	0.0	5012	6.2655	5012	3599	9.765	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_737_ch_2865_strand.fast5	1401adf8-ae9f-4d2b-bfd9-e4779ed424a8	f92717327e20661b488f6bebe7463e7dfa7490be	2865	1713.82125	1.15475	899	True	0.03025	899	1.1245	899	643	10.246	-0.0023
